level,pos,en,fr,de,es,it,pt
2,verb,discuss,discuter,diskutieren,discutir,discutere,discutir
2,verb,explain,expliquer,erklären,explicar,spiegare,explicar
2,verb,give,donner,geben,dar,dare,doar
2,verb,guess,deviner,raten,adivinar,indovinare,adivinhar
2,verb,invite,inviter,einladen,invitar,invitare,convidar
2,verb,mean,signifier,bedeuten,significar,significare,significar
2,verb,offer,offrir,anbieten,ofrecer,offrire,oferecer
2,verb,shout,crier,schreien,gritar,gridare,gritar
2,verb,tell,dire,erzählen,decir,dire,dizer
2,verb,thank,remercier,danken,agradecer,ringraziare,agradecer
2,verb,wait,warten,attendre,esperar,aspettare,esperar
3,adjective,brief,bref,kurz,breve,breve,breve
3,adjective,complete,complet,vollständig,completo,completo,completo
3,adjective,written,écrit,geschrieben,escrito,scritto,escrito
3,noun,accent,accent,Akzent,acento,accento,sotaque
3,noun,alarm,alarme,Alarm,alarma,allarme,alarme
3,noun,alphabet,alphabet,Alphabet,alfabeto,alfabeto,alfabeto
3,noun,apology,excuse,Entschuldigung,disculpa,scusa,desculpa
3,noun,argument,argument,Argument,argumento,argomento,argumento
3,noun,brochure,brochure,Broschüre,folleto,opuscolo,folheto
3,noun,call,appel,Anruf,llamada,chiamata,chamada
3,noun,certificate,certificat,Zertifikat,certificado,certificato,certificado
3,noun,comma,virgule,Komma,coma,virgola,vírgula
3,noun,comment,commentaire,Kommentar,comentario,commento,comentário
3,noun,communication,communication,Kommunikation,comunicación,comunicazione,comunicação
3,noun,complaint,plainte,Beschwerde,queja,reclamo,reclamação
3,noun,conference,conférence,Konferenz,conferencia,conferenza,conferência
3,noun,consonant,consonne,Konsonant,consonante,consonante,consoante
3,noun,contact,contact,Kontakt,contacto,contatto,contacto
3,noun,cry,cri,Schrei,grito,grido,grito
3,noun,demand,demande,Nachfrage,demanda,richiesta,demanda
3,noun,description,description,Beschreibung,descripción,descrizione,descrição
3,noun,diagram,diagramm,Diagramm,diagrama,diagramma,diagrama
3,noun,discussion,discussion,Diskussion,discusión,discussione,discussão
3,noun,ending,fin,Ende,final,fine,fim
3,noun,enquiry,enquête,Anfrage,consulta,richiesta,consulta
3,noun,entry,entrée,Eintrag,entrada,entrata,entrada
3,noun,excuse,excuse,Entschuldigung,excusa,scusa,desculpa
3,noun,explanation,explication,Erklärung,explicación,spiegazione,explicação
3,noun,figure,chiffre,Zahl,cifra,cifra,figura
3,noun,greeting,salutation,Begrüßung,saludo,saluto,saudação
3,noun,guess,conjecture,Vermutung,suposición,ipotesi,suposição
3,noun,handwriting,écriture,Handschrift,escritura,scrittura,caligrafia
3,noun,initial,initial,Initial,initial,iniziale,inicial
3,noun,ink,encre,Tinte,tinta,inchiostro,tinta
3,noun,inquiry,enquête,Anfrage,consulta,richiesta,consulta
3,noun,interview,interview,Interview,entrevista,colloquio,entrevista
3,noun,issue,problème,Problem,problema,problema,problema
3,noun,joke,blague,Witz,broma,scherzo,piada
3,noun,label,étiquette,Etikett,etiqueta,etichetta,etiqueta
3,noun,lie,mente,Lüge,mentira,bugia,mentira
3,noun,line,ligne,Linie,línea,linea,linha
3,noun,logo,logo,Logo,logo,logo,logo
3,noun,madam,madame,Dame,señora,signora,senhora
3,noun,material,matériel,Material,materiale,material,material
3,noun,meaning,signification,Bedeutung,significado,significato,significado
3,noun,paragraph,paragraphe,Absatz,párrafo,paragrafo,parágrafo
3,noun,photocopy,photocopie,Fotokopie,fotocopia,fotocopia,fotocópia
3,noun,phrase,phrase,Phrase,frase,frase,frase
3,noun,point,point,Punkt,punto,punto,ponto
3,noun,prayer,prière,Gebet,oración,preghiera,oração
3,noun,presentation,présentation,Präsentation,presentación,presentazione,apresentação
3,noun,promise,promesse,Versprechen,promessa,promessa,promessa
3,noun,pronunciation,prononciation,Aussprache,pronunciación,pronuncia,pronúncia
3,noun,punctuation,ponctuation,Zeichensetzung,puntuación,punteggiatura,pontuação
3,noun,question mark,point d'interrogation,Fragezeichen,signo de interrogación,punto interrogativo,ponto de interrogação
3,noun,questionnaire,questionnaire,Fragebogen,cuestionario,questionario,questionário
3,noun,reader,lecteur,Leser,lector,lettore,leitor
3,noun,registration,enregistrement,Registrierung,registro,registrazione,registro
3,noun,reply,réponse,Antwort,respuesta,risposta,resposta
3,noun,request,demande,Anfrage,solicitud,richiesta,pedido
3,noun,scream,cri,Schrei,grito,urlo,grito
3,noun,shout,cri,Schrei,grito,urlo,grito
3,noun,signature,signature,Unterschrift,firma,firma,assinatura
3,noun,sir,monsieur,Herr,señor,signore,senhor
3,noun,speaker,orateur,Sprecher,orador,oratore,orador
3,noun,speech,discours,Rede,discurso,discorso,discurso
3,noun,subject,sujet,Thema,tema,tema,tema
3,noun,suggestion,suggestion,Vorschlag,sugerencia,suggerimento,sugestão
3,noun,table,tableau,Tisch,mesa,tavolo,mesa
3,noun,talk,parler,sprechen,hablar,parlare,falar
3,noun,text,texte,Text,texto,testo,texto
3,noun,thank you,merci,Danke,gracias,grazie,obrigado
3,noun,tick,coche,Häkchen,marca,segno di spunta,marca de seleção
3,noun,tip,astuce,Tipp,consejo,suggerimento,dica
3,noun,title,titre,Titel,título,titolo,título
3,noun,topic,sujet,Thema,tema,tema,tema
3,noun,translation,traduction,Übersetzung,traducción,traduzione,tradução
3,noun,vocabulary,vocabulaire,Wortschatz,vocabulario,vocabolario,vocabulário
3,noun,vowel,voyelle,Vokal,vocal,vocale,vogal
3,noun,warning,avertissement,Warnung,advertencia,avvertimento,aviso
3,noun,welcome,bienvenue,Willkommen,bienvenida,benvenuto,bem-vindo
3,verb,add,ajouter,hinzufügen,añadir,aggiungere,adicionar
3,verb,admit,admettre,zugeben,admitir,ammettere,admitir
3,verb,advise,conseiller,raten,aconsejar,consigliare,aconselhar
3,verb,announce,annoncer,ankündigen,anunciar,annunciare,anunciar
3,verb,apologise,s'excuser,entschuldigen,disculparse,scusarsi,desculpar-se
3,verb,approve,approuver,genehmigen,aprobar,approvare,aprovar
3,verb,argue,argumenter,streiten,discutir,discutere,discutir
3,verb,blame,blâmer,schuldigen,culpar,incolpare,culpar
3,verb,call,appeler,anrufen,llamar,chiamare,chamar
3,verb,communicate,communiquer,kommunizieren,comunicar,comunicare,comunicar
3,verb,complain,plaindre,beschwerden,quejarse,lamentarsi,reclamar
3,verb,confirm,confirmer,bestätigen,confirmar,confermare,confirmar
3,verb,convince,convaincre,überzeugen,convencer,convincere,convencer
3,verb,count,compter,zählen,contar,contare,contar
3,verb,cry,pleurer,weinen,llorar,piangere,chorar
3,verb,date,dater,datieren,fechar,dare data,datar
3,verb,demand,exiger,fordern,exigir,esigere,exigir
3,verb,disagree,être en désaccord,nicht zustimmen,discrepar,non essere d'accordo,discordar
3,verb,encourage,encourager,ermutigen,animar,incoraggiare,encorajar
3,verb,excuse,excuser,entschuldigen,disculpar,scusare,desculpar
3,verb,forgive,pardonner,verzeihen,perdonar,perdonare,perdoar
3,verb,greet,saluer,grüßen,saludar,salutare,cumprimentar
3,verb,hear,entendre,hören,oír,sentire,ouvir
3,verb,inform,informer,informieren,informar,informare,informar
3,verb,insist,insister,bestehen,insistir,insistere,insistir
3,verb,interrupt,interrompre,unterbrechen,interrumpir,interrompere,interromper
3,verb,joke,plaisanter,scherzen,bromear,scherzare,brincar
3,verb,learn,apprendre,lernen,aprender,imparare,aprender
3,verb,lie,mentir,lügen,mentir,mentire,mentir
3,verb,listen,écouter,zuhören,escuchar,ascoltare,ouvir
3,verb,mention,mentionner,erwähnen,mencionar,menzionare,mencionar
3,verb,name,nommer,nennen,nombrar,nominare,nomear
3,verb,need,brauchen,avoir besoin,necesitar,bisognare,precisar
3,verb,persuade,persuader,überzeugen,persuadir,persuadere,persuadir
3,verb,predict,prédire,vorhersagen,predecir,predire,prever
3,verb,promise,promettre,versprechen,prometer,promettere,prometer
3,verb,pronounce,prononcer,aussprechen,pronunciar,pronunciare,pronunciar
3,verb,recommend,recommander,empfehlen,recomendar,raccomandare,recomendar
3,verb,refuse,refuser,ablehnen,rechazar,rifiutare,recusar
3,verb,register,enregistrer,registrieren,registrar,registrare,registrar
3,verb,remind,rappeler,erinnern,recordar,ricordare,lembrar
3,verb,repeat,répéter,wiederholen,repetir,ripetere,repetir
3,verb,reply,répondre,antworten,responder,rispondere,responder
3,verb,report,rapporter,berichten,reportar,riferire,relatar
3,verb,request,demander,anfordern,solicitar,richiedere,solicitar
3,verb,ring,sonner,klingeln,sonar,suonare,tocar
3,verb,scream,crier,schreien,gritar,urlare,gritar
3,verb,show,montrer,zeigen,mostrar,mostrare,mostrar
3,verb,sign,signer,unterschreiben,firmar,firmare,assinar
3,verb,spell,épeler,buchstabieren,deletrear,compitare,soletrar
3,verb,suggest,suggérer,vorschlagen,sugerir,suggerire,sugerir
3,verb,translate,traduire,übersetzen,traducir,tradurre,traduzir
3,verb,underline,souligner,unterstreichen,subrayar,sottolineare,sublinhar
3,verb,warn,avertir,warnen,advertir,avvertire,advertir
3,verb,welcome,accueillir,begrüßen,dar la bienvenida,accogliere,acolher
3,verb,wonder,se demander,sich fragen,preguntarse,chiedersi,perguntar-se
3,verb,write,écrire,schreiben,escribir,scrivere,escrever
4,adjective,absolute,absolu,absolut,absoluto,assoluto,absoluto
4,adjective,alphabetical,alphabétique,alphabetisch,alfabético,alfabetico,alfabético
4,adjective,critical,critique,kritisch,crítico,critico,crítico
4,adjective,fluent,fluide,fließend,fluido,fluente,fluente
4,adjective,little,petit,klein,pequeño,piccolo,pequeno
4,adjective,misleading,trompeur,irreführend,engañoso,ingannevole,enganoso
4,adjective,negative,négatif,negativ,negativo,negativo,negativo
4,adjective,oral,oral,mündlich,oral,orale,oral
4,adjective,pure,pur,rein,puro,puro,puro
4,adjective,slight,léger,leicht,leve,lieve,leve
4,adjective,so-called,soi-disant,sogenannt,llamado,cosiddetto,chamado
4,adjective,straight,droit,gerade,recto,diritto,reto
4,adjective,total,total,total,total,totale,total
4,noun,account,compte,Konto,cuenta,conto,conta
4,noun,agreement,accord,Vereinbarung,acuerdo,accordo,acordo
4,noun,apostrophe,apostrophe,Apostroph,apóstrofo,apostrofo,apóstrofo
4,noun,approval,approbation,Zustimmung,aprobación,approvazione,aprovação
4,noun,arrangement,arrangement,Anordnung,arreglo,arrangiamento,arranjo
4,noun,arrow,flèche,Pfeil,flecha,freccia,flecha
4,noun,ban,interdiction,Verbot,prohibición,divieto,proibição
4,noun,blame,blâme,Schuld,culpa,colpa,culpa
4,noun,booklet,livret,Heft,folleto,opuscolo,folheto
4,noun,bracket,parenthèse,Klammer,paréntesis,parentesi,parêntese
4,noun,chart,graphique,Diagramm,gráfico,grafico,gráfico
4,noun,code,code,Code,código,codice,código
4,noun,colon,deux-points,Doppelpunkt,dos puntos,due punti,dois pontos
4,noun,command,commande,Befehl,comando,comando,comando
4,noun,compromise,compromis,Kompromiss,compromiso,compromesso,compromisso
4,noun,confession,confession,Geständnis,confesión,confessione,confissão
4,noun,confirmation,confirmation,Bestätigung,confirmación,conferma,confirmação
4,noun,construction,construction,Konstruktion,construcción,costruzione,construção
4,noun,criticism,critique,Kritik,crítica,critica,crítica
4,noun,dash,tiret,Gedankenstrich,guion,trattino,travessão
4,noun,data,données,Daten,datos,dati,dados
4,noun,defence,défense,Verteidigung,defensa,difesa,defesa
4,noun,definition,définition,Definition,definición,definizione,definição
4,noun,disagreement,désaccord,Uneinigkeit,desacuerdo,disaccordo,desacordo
4,noun,draft,brouillon,Entwurf,borrador,bozza,rascunho
4,noun,emphasis,emphase,Betonung,énfasis,enfasi,ênfase
4,noun,encouragement,encouragement,Ermutigung,estímulo,incoraggiamento,incentivo
4,noun,exclamation mark,point d'exclamation,Ausrufezeichen,signo de exclamación,punto esclamativo,ponto de exclamação
4,noun,expression,expression,Ausdruck,expresión,espressione,expressão
4,noun,feedback,retour,Rückmeldung,retroalimentación,feedback,feedback
4,noun,fight,combat,Kampf,pelea,lotta,luta
4,noun,first language,langue maternelle,Muttersprache,lengua materna,lingua madre,língua materna
4,noun,fluency,fluidité,Flüssigkeit,fluidez,fluidità,fluência
4,noun,gossip,commérage,Klatsch,chisme,pettegolezzo,fofoca
4,noun,graph,graphique,Diagramm,gráfico,grafico,gráfico
4,noun,guidance,guidance,Anleitung,orientación,guida,orientação
4,noun,handout,document,Handout,folleto,dispensa,folheto
4,noun,hint,indice,Hinweis,pista,suggerimento,dica
4,noun,hyphen,trait d'union,Bindestrich,guion,trattino,hífen
4,noun,idiom,idiome,Redewendung,modismo,modo di dire,expressão idiomática
4,noun,insult,insulte,Beleidigung,insulto,insulto,insulto
4,noun,introduction,introduction,Einführung,introduzione,introduzione,introdução
4,noun,inverted commas,guillemets,Anführungszeichen,comillas invertidas,virgolette,aspas
4,noun,legend,légende,Legende,leyenda,leggenda,lenda
4,noun,manual,manuel,Handbuch,manual,manuale,manual
4,noun,matter,matière,Angelegenheit,asunto,materia,assunto
4,noun,mention,mention,Erwähnung,mención,menzione,menção
4,noun,myth,mythe,Mythos,mito,mito,mito
4,noun,native speaker,locuteur natif,Muttersprachler,hablante nativo,madrelingua,falante nativo
4,noun,nonsense,absurdité,Unsinn,tonterías,sciocchezza,absurdo
4,noun,objection,objection,Einwand,objeción,obiezione,objeção
4,noun,order,ordre,Befehl,orden,ordine,ordem
4,noun,outline,contour,Umriss,esquema,schema,esboço
4,noun,prediction,prédiction,Vorhersage,predicción,previsione,previsão
4,noun,pressure,pression,Druck,presión,pressione,pressão
4,noun,profile,profil,Profil,perfil,profilo,perfil
4,noun,proposal,proposition,Vorschlag,propuesta,proposta,proposta
4,noun,protest,protestation,Protest,protesta,protesto,protesto
4,noun,quarrel,querelle,Streit,pelea,litigio,briga
4,noun,query,question,Frage,pregunta,domanda,pergunta
4,noun,recommendation,recommandation,Empfehlung,recomendación,raccomandazione,recomendação
4,noun,record,enregistrement,Aufzeichnung,registro,registrazione,registro
4,noun,reference,référence,Referenz,referencia,riferimento,referência
4,noun,remark,remarque,Bemerkung,observación,osservazione,observação
4,noun,response,réponse,Antwort,respuesta,risposta,resposta
4,noun,row,rangée,Reihe,fila,fila,fila
4,noun,rumour,rumeur,Gerücht,rumor,voce,boato
4,noun,semicolon,point-virgule,Semikolon,punto y coma,punto e virgola,ponto e vírgula
4,noun,sense,sens,Sinn,sentido,senso,sentido
4,noun,signal,signal,Signal,señal,segnale,sinal
4,noun,slash,barre oblique,Schrägstrich,barra,barra,barra
4,noun,statement,déclaration,Aussage,declaración,dichiarazione,declaração
4,noun,stress,stress,Stress,estrés,stress,estresse
4,noun,summary,résumé,Zusammenfassung,resumen,riassunto,resumo
4,noun,support,soutien,Unterstützung,apoyo,supporto,apoio
4,noun,survey,enquête,Umfrage,encuesta,sondaggio,pesquisa
4,noun,syllable,syllabe,Silbe,sílaba,sillaba,sílaba
4,noun,symbol,symbole,Zeichen,símbolo,simbolo,símbolo
4,noun,tale,conte,Geschichte,cuento,racconto,conto
4,noun,term,terme,Begriff,término,termine,termo
4,noun,terms,conditions,Bedingungen,términos,termini,termos
4,noun,thanks,remerciements,Dank,gracias,grazie,obrigado
4,noun,theme,thème,Thema,tema,tema,tema
4,noun,threat,menace,Droga,amenaza,minaccia,ameaça
4,noun,tone,ton,Ton,tono,tono,tono
4,noun,update,mise à jour,Aktualisierung,actualización,aggiornamento,atualização
4,noun,use,utilisation,Verwendung,uso,uso,uso
4,noun,yell,cri,Schrei,grito,urlo,grito
4,verb,amuse,amuser,amüsieren,divertir,divertire,divertir
4,verb,assume,assumer,annehmen,asumir,assumere,assumir
4,verb,assure,assurer,versichern,asegurar,assicurare,assegurar
4,verb,ban,interdire,verbieten,prohibir,vietare,proibir
4,verb,beg,mendier,betteln,mendigar,chiedere l'elemosina,mendigar
4,verb,boast,vanter,prahlen,jactarse,vantarsi,gabar-se
4,verb,capture,capturer,fangen,capturar,catturare,capturar
4,verb,challenge,défier,herausfordern,desafiar,sfidare,desafiar
4,verb,check,vérifier,überprüfen,verificar,controllare,verificar
4,verb,cheer,encourager,anfeuern,animar,incoraggiare,animar
4,verb,claim,revendiquer,beanspruchen,reclamar,reclamare,reivindicar
4,verb,comment,commenter,kommentieren,comentar,commentare,comentar
4,verb,compromise,compromettre,kompromittieren,comprometer,compromettere,comprometer
4,verb,confess,confesser,gestehen,confesar,confessare,confessar
4,verb,criticize,critiquer,kritisieren,criticar,criticare,criticar
4,verb,decline,refuser,ablehnen,rechazar,rifiutare,recusar
4,verb,defend,défendre,verteidigen,defender,difendere,defender
4,verb,define,définir,definieren,definir,definire,definir
4,verb,deny,nier,leugnen,negar,negare,negar
4,verb,discourage,décourager,entmutigen,desanimar,scoraggiare,desanimar
4,verb,emphasize,souligner,betonen,enfatizar,sottolineare,enfatizar
4,verb,enquire,enquêter,nachfragen,preguntar,chiedere,perguntar
4,verb,expose,exposer,aussetzen,exponer,esporre,expor
4,verb,express,exprimer,ausdrücken,expresar,esprimere,expressar
4,verb,fight,combattre,kämpfen,luchar,combattere,lutar
4,verb,gossip,commérer,klatschen,chismear,pettegolare,fofocar
4,verb,grant,accorder,gewähren,conceder,concedere,conceder
4,verb,guarantee,garantir,garantieren,garantizar,garantire,garantir
4,verb,highlight,souligner,hervorheben,destacar,evidenziare,destacar
4,verb,indicate,indiquer,anzeigen,indicar,indicare,indicar
4,verb,inquire,enquêter,nachfragen,preguntar,chiedere,perguntar
4,verb,insult,insulter,beleidigen,insultar,insultare,insultar
4,verb,interpret,interpréter,interpretar,interpretar,interpretare,interpretar
4,verb,invent,inventer,erfinden,inventar,inventare,inventar
4,verb,justify,justifier,rechtfertigen,justificar,giustificare,justificar
4,verb,list,lister,auflisten,listar,elencar,listar
4,verb,mark,marquer,markieren,marcar,marcare,marcar
4,verb,mumble,marmonner,murmeln,mascullar,mormorare,murmurar
4,verb,mutter,murmurer,murmeln,murmurar,mormorare,murmurar
4,verb,object,objecter,Einwände erheben,objetar,obiettare,objetar
4,verb,oppose,opposer,entgegensetzen,oponerse,opporsi,opor-se
4,verb,order,commander,befehlen,ordenar,ordinare,ordenar
4,verb,outline,esquisser,umreißen,esbozar,abbozzare,esboçar
4,verb,praise,louber,loben,elogiar,lodare,elogiar
4,verb,propose,proposer,vorschlagen,proponer,proporre,propor
4,verb,protest,protester,protestieren,protestar,protestare,protestar
4,verb,quarrel,se quereller,streiten,pelear,litigare,brigar
4,verb,question,questionner,befragen,preguntar,interrogare,questionar
4,verb,reach,atteindre,erreichen,alcanzar,raggiungere,alcançar
4,verb,reject,rejeter,ablehnen,rechazar,rifiutare,rejeitar
4,verb,remark,remarquer,bemerken,observar,osservare,observar
4,verb,represent,représenter,repräsentieren,representar,rappresentare,representar
4,verb,respond,répondre,antworten,responder,rispondere,responder
4,verb,reveal,révéler,enthüllen,revelar,rivelare,revelar
4,verb,rewrite,rewrite,rewrite,rewrite,rewrite,rewrite
4,verb,settle,régler,regeln,resolver,risolvere,resolver
4,verb,specify,spécifier,angeben,especificar,specificare,especificar
4,verb,spread,étendre,verbreiten,extender,diffondere,espalhar
4,verb,state,déclarer,erklären,declarar,dichiarare,declarar
4,verb,stress,souligner,betonen,enfatizar,sottolineare,enfatizar
4,verb,support,soutenir,unterstützen,apoyar,sostenere,apoiar
4,verb,swear,jurer,schwören,jurar,giurare,jurar
4,verb,tease,taquiner,necken,burlarse,prendere in giro,provocar
4,verb,threaten,menacer,bedrohen,amenazar,minacciare,ameaçar
4,verb,whisper,chuchoter,flüstern,susurrar,sussurrar,sussurrar
4,verb,yell,crier,schreien,gritar,urlare,gritar
5,adjective,chatty,bavard,geschwätzig,hablador,chiacchierone,conversador
5,adjective,interactive,interactif,interaktiv,interactivo,interattivo,interativo
5,noun,allegation,allégation,Behauptung,afirmación,affermazione,afirmação
5,noun,appeal,appel,Appell,apel,appello,apelo
5,noun,assurance,assurance,Zusicherung,garantía,assicurazione,garantia
5,noun,character,caractère,Charakter,carácter,carattere,caráter
5,noun,claim,revendication,Anspruch,reclamación,reclamo,reivindicação
5,noun,guideline,directive,Richtlinie,directriz,direttiva,diretriz
5,noun,interaction,interaction,Interaktion,interacción,interazione,interação
5,noun,jargon,jargon,Jargon,jerga,gergo,jargão
5,noun,mark,marque,Marke,marca,marchio,marca
5,noun,memo,mémo,Notiz,nota,promemoria,memorando
5,noun,refusal,refus,Ablehnung,rechazo,rifiuto,recusa
5,noun,reminder,rappel,Erinnerung,recordatorio,promemoria,lembrete
5,noun,slang,argot,Slang,jerga,slang,gíria
5,noun,slogan,slogan,Slogan,eslogan,slogan,slogan
5,noun,target,cible,Ziel,objetivo,obiettivo,objetivo
5,verb,appeal,appeler,appellieren,apelar,appellare,apelar
5,verb,assert,affirmer,behaupten,afirmar,affermare,afirmar
5,verb,attack,attaquer,angreifen,atacar,attaccare,atacar
5,verb,clarify,clarifier,klären,aclarar,chiarire,esclarecer
5,verb,conclude,concluir,abschließen,concluir,concludere,concluir
5,verb,illustrate,illustrer,illustrieren,ilustrar,illustrare,ilustrar
5,verb,instruct,instruire,anweisen,instruir,istruire,instruir
5,verb,mislead,induire en erreur,irreführen,engañar,trarre in inganno,enganar
5,verb,motivate,motiver,motivieren,motivar,motivare,motivar
5,verb,notify,notifier,benachrichtigen,notificar,notificare,notificar
5,verb,quote,citer,zitieren,citar,citare,citar
5,verb,reassure,rassurer,beruhigen,tranquilizar,rassicurare,tranquilizar
5,verb,release,libérer,freigeben,liberar,rilasciare,liberar
5,verb,skip,sauter,überspringen,saltar,saltare,pular
5,verb,summarize,résumer,zusammenfassen,resumir,riassumere,resumir
5,verb,volunteer,volontaire,Freiwilliger,voluntario,volontario,voluntário
6,adjective,clichéd,cliché,klischeehaft,cliché,cliché,cliché
6,adjective,coherent,cohérent,kohärent,coherente,coerente,coerente
6,adjective,grammatical,grammatical,grammatikalisch,gramatical,grammaticale,gramatical
6,adjective,implicit,implicite,implizit,implícito,implicito,implícito
6,adjective,poetic,poétique,poetisch,poético,poetico,poético
6,noun,attack,attaque,Angriff,ataque,attacco,ataque
6,noun,channel,canal,Kanal,canal,canale,canal
6,noun,clarity,clarté,Klarheit,claridad,chiarezza,clareza
6,noun,cliché,cliché,Klischee,cliché,cliché,cliché
6,noun,coherence,cohérence,Kohärenz,coherencia,coerenza,coerência
6,noun,dialect,dialecte,Dialekt,dialecto,dialetto,dialeto
6,noun,dialogue,dialogue,Dialog,diálogo,dialogo,diálogo
6,noun,dispute,dispute,Streit,disputa,disputa,disputa
6,noun,groan,gémissement,Stöhnen,gemido,gemito,gemido
6,noun,implication,implication,Implikation,implicación,implicazione,implicação
6,noun,margin,marge,Rand,margen,margine,margem
6,noun,metaphor,métaphore,Metapher,metáfora,metafora,metáfora
6,noun,misinterpretation,mauvaise interprétation,Fehlinterpretation,mala interpretación,interpretazione errata,má interpretação
6,noun,motion,mouvement,Bewegung,movimiento,movimento,moção
6,noun,paper,papier,Papier,papel,carta,papel
6,noun,persuasion,persuasion,Überredung,persuasión,persuasione,persuasão
6,noun,plea,plaidoyer,Bitte,súplica,richiesta,apelo
6,noun,print,impression,Druck,impresión,stampa,impressão
6,noun,propaganda,propagande,Propaganda,propaganda,propaganda,propaganda
6,noun,proverb,proverbe,Sprichwort,proverbio,proverbio,provérbio
6,noun,quotation,citation,Zitat,citazione,citazione,citação
6,noun,quote,citation,Zitat,cita,citazione,citação
6,noun,reassurance,réconfort,Beruhigung,reafirmação,rassicurazione,reafirmação
6,noun,reproach,reproche,Vorwurf,reproche,rimprovero,reprovação
6,noun,saying,dicton,Spruch,dicho,detto,dito
6,noun,tribute,tribut,Tributo,tributo,tributo,tributo
6,verb,address,adresser,adressieren,direccionar,indirizzare,endereçar
6,verb,allege,alléguer,behaupten,alegar,allegare,alegar
6,verb,bark,aboyer,bellen,ladrar,abbaiare,latir
6,verb,caution,avertir,warnen,advertir,avvertire,advertir
6,verb,condemn,condamner,verurteilen,condenar,condannare,condenar
6,verb,exclaim,s'exclamer,ausrufen,exclamar,esclamare,exclamar
6,verb,groan,gémir,stöhnen,gemir,gemere,gemer
6,verb,imply,impliquer,implizieren,implicar,implicare,implicar
6,verb,introduce,introduire,einführen,introducir,introdurre,introduzir
6,verb,issue,émettre,ausgeben,emitir,emettere,emitir
6,verb,lobby,faire du lobbying,lobbyen,hacer lobby,fare lobby,fazer lobby
6,verb,maintain,maintenir,aufrechterhalten,mantener,mantenere,manter
6,verb,misinterpret,mal interpréter,falsch interpretieren,malinterpretar,interpretare male,interpretar mal
6,verb,moan,gémir,stöhnen,gemir,gemere,gemer
6,verb,plant,planter,pflanzen,plantar,piantare,plantar
6,verb,plead,plaider,plädieren,suplicar,implorare,pleitear
